ID,FormRE,Area,Height,Width,Direction,RoadInFront,Juridical,NumOfBed,Terrace,CarParking,DinningRoom,Kitchen,Price
3867,"Nhà, ngõ, hẻm",,20.0,5.0,,,,2.0,,,,,1020000000.0
3868,"Nhà, ngõ, hẻm",,11.0,4.0,,,,1.0,,,,,1840000000.0
3869,"Đất nền, đất liền kề, đất dự án",,20.0,7.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,2650000000.0
3870,"Nhà mặt phố, nhà mặt tiền",,20.0,5.0,Đông Nam,,Số đỏ/ Sổ hồng,4.0,,,,,2200000000.0
3871,"Đất thổ cư, đất ở",,18.0,6.0,,,Số đỏ/ Sổ hồng,,,,,,980000000.0
3872,"Đất thổ cư, đất ở",,20.0,4.0,,,Số đỏ/ Sổ hồng,,,,,,2000000000.0
3873,"Nhà mặt phố, nhà mặt tiền",,25.0,4.2,,,Số đỏ/ Sổ hồng,3.0,,,,,2200000000.0
3874,"Đất thổ cư, đất ở",,74.0,13.5,,,Số đỏ/ Sổ hồng,,,,,,3500000000.0
3875,"Đất nền, đất liền kề, đất dự án",,25.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2200000000.0
3876,"Nhà mặt phố, nhà mặt tiền",,18.0,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,2400000000.0
3877,"Nhà mặt phố, nhà mặt tiền",,22.0,5.0,,,,3.0,,,,,3415000000.0
3878,"Nhà, ngõ, hẻm",,5.0,6.0,Bắc,,Số đỏ/ Sổ hồng,3.0,,,,,2880000000.0
3879,"Đất thổ cư, đất ở",,28.0,8.0,Tây,,Số đỏ/ Sổ hồng,,,,,,2300000000.0
3880,"Nhà, ngõ, hẻm",,22.0,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,2920000000.0
3881,"Nhà mặt phố, nhà mặt tiền",,10.5,4.0,Đông,,Số đỏ/ Sổ hồng,3.0,,,,,1690000000.0
3882,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2500000000.0
3883,"Nhà, ngõ, hẻm",,12.7,4.3,Tây Nam,,Số đỏ/ Sổ hồng,4.0,,,,,4780000000.0
3884,"Đất thổ cư, đất ở",,30.0,10.0,Đông,,Số đỏ/ Sổ hồng,,,,,,1975000000.0
3885,"Nhà, ngõ, hẻm",,75.0,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,4600000000.0
3886,"Đất thổ cư, đất ở",,40.0,6.0,,,,,,,,,690000000.0
3887,"Nhà mặt phố, nhà mặt tiền",,12.5,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,6500000000.0
3888,"Đất thổ cư, đất ở",,27.0,10.0,Bắc,,Số đỏ/ Sổ hồng,,,,,,1600000000.0
3889,"Nhà, ngõ, hẻm",,13.0,5.0,Tây Nam,,Số đỏ/ Sổ hồng,2.0,,,,,1750000000.0
3890,"Nhà mặt phố, nhà mặt tiền",,18.0,5.0,,,Số đỏ/ Sổ hồng,5.0,,,,,22500000000.0
3891,"Nhà mặt phố, nhà mặt tiền",,14.0,6.0,Tây,,Số đỏ/ Sổ hồng,4.0,,,,,7950000000.0
3892,"Đất thổ cư, đất ở",,40.0,30.0,Đông Bắc,,Số đỏ/ Sổ hồng,,,,,,2200000000.0
3893,"Đất nông, công, lâm nghiệp",,90.0,41.0,,,Số đỏ/ Sổ hồng,,,,,,25000000000.0
3894,"Đất thổ cư, đất ở",,24.0,5.0,Tây Nam,,Số đỏ/ Sổ hồng,,,,,,960000000.0
3895,"Nhà mặt phố, nhà mặt tiền",,20.0,4.0,Đông Bắc,,Số đỏ/ Sổ hồng,4.0,,,,,3390000000.0
3896,"Nhà mặt phố, nhà mặt tiền",,13.5,4.0,,,Số đỏ/ Sổ hồng,4.0,,,,,4700000000.0
3897,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1000000000.0
3898,"Nhà, ngõ, hẻm",,20.0,5.0,,,Số đỏ/ Sổ hồng,5.0,,,,,7300000000.0
3899,"Đất thổ cư, đất ở",,20.0,4.8,,,,,,,,,1670000000.0
3900,"Đất thổ cư, đất ở",,10.0,12.0,,,Số đỏ/ Sổ hồng,,,,,,3800000000.0
3901,"Nhà mặt phố, nhà mặt tiền",,20.0,5.0,Đông,,,4.0,,,,,4300000000.0
3902,"Đất thổ cư, đất ở",,20.0,7.0,,,Số đỏ/ Sổ hồng,,,,,,1000000000.0
3903,"Đất thổ cư, đất ở",,35.0,7.0,,,Số đỏ/ Sổ hồng,,,,,,1350000000.0
3904,"Đất nông, công, lâm nghiệp",,50.0,42.0,,,Số đỏ/ Sổ hồng,,,,,,2700000000.0
3905,"Đất thổ cư, đất ở",,23.0,5.3,,,Số đỏ/ Sổ hồng,,,,,,1300000000.0
3906,"Nhà, ngõ, hẻm",,18.0,7.0,Đông,,Số đỏ/ Sổ hồng,6.0,,,,,14900000000.0
3907,"Đất thổ cư, đất ở",,5.0,17.0,,,Số đỏ/ Sổ hồng,,,,,,880000000.0
3908,"Đất thổ cư, đất ở",,21.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,7200000000.0
3909,"Đất thổ cư, đất ở",,4.4,8.0,Đông,,Giấy tờ hợp lệ,,,,,,1250000000.0
3910,"Nhà, ngõ, hẻm",,17.0,6.0,,,Số đỏ/ Sổ hồng,2.0,,,,,980000000.0
3911,"Nhà, ngõ, hẻm",,12.0,3.3,Bắc,,Số đỏ/ Sổ hồng,3.0,,,,,3300000000.0
3912,"Nhà mặt phố, nhà mặt tiền",,26.0,10.0,,,Số đỏ/ Sổ hồng,3.0,,,,,4200000000.0
3913,"Nhà, ngõ, hẻm",,16.0,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,3900000000.0
3914,"Đất thổ cư, đất ở",,16.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,3200000000.0
3915,"Nhà, ngõ, hẻm",,17.0,402.0,Tây Nam,,Số đỏ/ Sổ hồng,4.0,,,,,5850000000.0
3916,"Đất thổ cư, đất ở",,24.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,960000000.0
3917,"Nhà, ngõ, hẻm",,11.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1875000000.0
3918,"Đất thổ cư, đất ở",,45.0,5.0,,,,,,,,,550000000.0
3919,"Nhà mặt phố, nhà mặt tiền",,20.0,4.5,,,Số đỏ/ Sổ hồng,6.0,,,,,8900000000.0
3920,"Đất thổ cư, đất ở",,20.0,5.0,,,,,,,,,352000000.0
3921,"Đất thổ cư, đất ở",,21.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2500000000.0
3922,"Nhà, ngõ, hẻm",,14.7,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1775000000.0
3923,"Đất thổ cư, đất ở",,22.0,5.5,,,Số đỏ/ Sổ hồng,,,,,,1230000000.0
3924,"Nhà, ngõ, hẻm",,14.0,4.0,Đông,,Số đỏ/ Sổ hồng,2.0,,,,,3900000000.0
3925,"Nhà mặt phố, nhà mặt tiền",,17.0,4.0,,,Số đỏ/ Sổ hồng,10.0,,,,,16500000000.0
3926,"Nhà, ngõ, hẻm",,50.0,10.0,,,Số đỏ/ Sổ hồng,1.0,,,,,1550000000.0
3927,"Đất thổ cư, đất ở",,17.0,6.0,,,Số đỏ/ Sổ hồng,,,,,,160000000.0
3928,"Nhà mặt phố, nhà mặt tiền",,15.0,5.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1985000000.0
3929,"Đất thổ cư, đất ở",,24.2,5.0,,,Số đỏ/ Sổ hồng,,,,,,750000000.0
3930,"Đất nông, công, lâm nghiệp",,25.0,10.0,,,Số đỏ/ Sổ hồng,,,,,,303000000.0
3931,"Đất thổ cư, đất ở",,10.5,4.8,,,Số đỏ/ Sổ hồng,,,,,,2970000000.0
3932,"Nhà mặt phố, nhà mặt tiền",,17.0,5.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1090000000.0
3933,"Đất thổ cư, đất ở",,20.0,10.0,Đông,,Số đỏ/ Sổ hồng,,,,,,500000.0
3934,"Đất thổ cư, đất ở",,97.0,33.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,22850000000.0
3935,"Đất thổ cư, đất ở",,24.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1900000000.0
3936,"Đất thổ cư, đất ở",,16.0,5.0,Tây Nam,,Số đỏ/ Sổ hồng,,,,,,3200000000.0
3937,"Đất nông, công, lâm nghiệp",,654.0,458.0,Đông Nam,,,,,,,,950000000.0
3938,"Nhà mặt phố, nhà mặt tiền",,26.0,4.0,Bắc,,Số đỏ/ Sổ hồng,3.0,,,,,7150000000.0
3939,"Đất nền, đất liền kề, đất dự án",,20.0,15.0,,,Số đỏ/ Sổ hồng,,,,,,3960000000.0
3940,"Đất thổ cư, đất ở",,18.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1500000000.0
3941,"Nhà mặt phố, nhà mặt tiền",,21.0,4.0,,,Số đỏ/ Sổ hồng,1.0,,,,,2366000000.0
3942,"Nhà mặt phố, nhà mặt tiền",,30.0,10.0,,,Số đỏ/ Sổ hồng,1.0,,,,,1510000000.0
3943,"Nhà, ngõ, hẻm",,9.5,5.6,Đông Bắc,,Số đỏ/ Sổ hồng,4.0,,,,,4300000000.0
3944,"Đất thổ cư, đất ở",,35.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1200000000.0
3945,"Nhà mặt phố, nhà mặt tiền",,18.0,5.0,Bắc,,Số đỏ/ Sổ hồng,3.0,,,,,5800000000.0
3946,"Nhà, ngõ, hẻm",,14.6,5.0,,,Số đỏ/ Sổ hồng,4.0,,,,,3300000000.0
3947,"Nhà, ngõ, hẻm",,20.0,7.3,,,Số đỏ/ Sổ hồng,2.0,,,,,2250000000.0
3948,"Đất thổ cư, đất ở",,95.0,50.0,Bắc,,Số đỏ/ Sổ hồng,,,,,,2250000000.0
3949,"Đất thổ cư, đất ở",,15.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2366000000.0
3950,"Nhà mặt phố, nhà mặt tiền",,24.0,5.0,,,Số đỏ/ Sổ hồng,4.0,,,,,5300000000.0
3951,"Nhà mặt phố, nhà mặt tiền",,31.0,6.0,,,Số đỏ/ Sổ hồng,9.0,,,,,12000000000.0
3952,"Nhà mặt phố, nhà mặt tiền",,17.5,10.0,,,Số đỏ/ Sổ hồng,4.0,,,,,28500000000.0
3953,"Nhà, ngõ, hẻm",,11.0,3.0,,,Số đỏ/ Sổ hồng,4.0,,,,,4250000000.0
3954,"Nhà, ngõ, hẻm",,20.0,3.7,,,Số đỏ/ Sổ hồng,3.0,,,,,4500000000.0
3955,"Nhà mặt phố, nhà mặt tiền",,10.5,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,640000000.0
3956,"Nhà mặt phố, nhà mặt tiền",,20.0,5.0,Nam,,,3.0,,,,,3850000000.0
3957,"Đất nông, công, lâm nghiệp",,20.0,4.0,,,Số đỏ/ Sổ hồng,,,,,,250000000.0
3958,"Đất thổ cư, đất ở",,80.0,15.0,,,Số đỏ/ Sổ hồng,,,,,,1500000000.0
3959,"Nhà, ngõ, hẻm",,25.0,5.1,,,Số đỏ/ Sổ hồng,2.0,,,,,1650000000.0
3960,"Đất thổ cư, đất ở",,20.0,6.0,Tây,,Số đỏ/ Sổ hồng,,,,,,999000000.0
3961,"Đất thổ cư, đất ở",,16.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2850000000.0
3962,"Nhà, ngõ, hẻm",,15.0,4.0,Nam,,Số đỏ/ Sổ hồng,3.0,,,,,3390000000.0
3963,"Nhà, ngõ, hẻm",,6.0,4.0,Đông,,Số đỏ/ Sổ hồng,2.0,,,,,1680000000.0
3964,"Đất thổ cư, đất ở",,18.0,10.5,Nam,,Số đỏ/ Sổ hồng,,,,,,400000.0
3965,"Đất thổ cư, đất ở",,70.0,12.0,,,Số đỏ/ Sổ hồng,,,,,,3200000000.0
3966,"Đất thổ cư, đất ở",,29.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,680000000.0
3967,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1500000000.0
3968,"Nhà mặt phố, nhà mặt tiền",,14.0,36.0,Tây,,Giấy tờ hợp lệ,2.0,,,,,330000000.0
3969,"Nhà, ngõ, hẻm",,5.0,10.0,Nam,,Số đỏ/ Sổ hồng,3.0,,,,,4350000000.0
3970,"Đất thổ cư, đất ở",,20.0,6.0,,,Số đỏ/ Sổ hồng,,,,,,1650000000.0
3971,"Nhà mặt phố, nhà mặt tiền",,13.5,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,935000000.0
3972,"Nhà, ngõ, hẻm",,15.0,4.5,Đông,,Số đỏ/ Sổ hồng,3.0,,,,,2550000000.0
3973,"Đất nông, công, lâm nghiệp",,85.0,15.0,,,Số đỏ/ Sổ hồng,,,,,,2000000000.0
3974,"Nhà, ngõ, hẻm",,14.0,4.0,,,Số đỏ/ Sổ hồng,4.0,,,,,8600000000.0
3975,"Đất thổ cư, đất ở",,74.0,27.0,,,Số đỏ/ Sổ hồng,,,,,,9000000000.0
3976,"Đất thổ cư, đất ở",,75.0,26.0,,,Số đỏ/ Sổ hồng,,,,,,42000000000.0
3977,"Đất thổ cư, đất ở",,19.5,4.2,,,Số đỏ/ Sổ hồng,,,,,,2000000000.0
3978,"Đất nền, đất liền kề, đất dự án",,21.0,5.0,Đông,,Số đỏ/ Sổ hồng,,,,,,400000000.0
3979,"Đất thổ cư, đất ở",,30.0,5.0,,,,,,,,,740000000.0
3980,"Nhà, ngõ, hẻm",,9.6,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,2750000000.0
3981,"Nhà, ngõ, hẻm",,18.0,4.5,Đông,,Số đỏ/ Sổ hồng,2.0,,,,,2900000000.0
3982,"Nhà, ngõ, hẻm",,17.0,4.0,,,Số đỏ/ Sổ hồng,5.0,,,,,5550000000.0
3983,"Đất nông, công, lâm nghiệp",,25.0,17.0,,,Số đỏ/ Sổ hồng,,,,,,979000000.0
3984,"Nhà mặt phố, nhà mặt tiền",,17.0,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,5890000000.0
3985,"Nhà, ngõ, hẻm",,10.0,4.0,,,Số đỏ/ Sổ hồng,4.0,,,,,4600000000.0
3986,"Đất thổ cư, đất ở",,30.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,900000000.0
3987,"Biệt thự, nhà liền kề",,13.0,5.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1900000000.0
3988,"Nhà mặt phố, nhà mặt tiền",,16.0,4.0,,,,2.0,,,,,6900000000.0
3989,"Nhà, ngõ, hẻm",,19.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,1.0,,,,,2400000000.0
3990,"Đất nông, công, lâm nghiệp",,50.0,25.0,,,Số đỏ/ Sổ hồng,,,,,,850000000.0
3991,"Nhà, ngõ, hẻm",,20.0,5.0,,,Số đỏ/ Sổ hồng,2.0,,,,,2350000000.0
3992,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,950000000.0
3993,"Nhà mặt phố, nhà mặt tiền",,20.0,4.5,,,Số đỏ/ Sổ hồng,3.0,,,,,4290000000.0
3994,"Đất thổ cư, đất ở",,20.0,5.0,Đông,,Số đỏ/ Sổ hồng,,,,,,2720000000.0
3995,"Nhà, ngõ, hẻm",,10.3,4.0,,,,2.0,,,,,1450000000.0
3996,"Nhà mặt phố, nhà mặt tiền",,17.0,5.0,,,Số đỏ/ Sổ hồng,4.0,,,,,2100000000.0
3997,"Nhà mặt phố, nhà mặt tiền",,13.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1250000000.0
3998,"Nhà, ngõ, hẻm",,11.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1960000000.0
3999,"Đất thổ cư, đất ở",,36.0,5.5,,,Số đỏ/ Sổ hồng,,,,,,1400000000.0
4000,"Nhà, ngõ, hẻm",,11.0,45.0,Đông Bắc,,Giấy tờ hợp lệ,2.0,,,,,1750000000.0
4001,"Đất thổ cư, đất ở",,40.0,5.0,,,,,,,,,1600000000.0
4002,"Đất nền, đất liền kề, đất dự án",,25.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,,,,,,3000000000.0
4003,"Đất thổ cư, đất ở",,14.0,4.0,Nam,,Số đỏ/ Sổ hồng,,,,,,2000000000.0
4004,"Đất thổ cư, đất ở",,13.0,4.0,,,Số đỏ/ Sổ hồng,,,,,,3450000000.0
4005,"Đất thổ cư, đất ở",,52.0,25.0,Tây Bắc,,Số đỏ/ Sổ hồng,,,,,,7200000000.0
4006,"Đất nền, đất liền kề, đất dự án",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,185000000.0
4007,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1100000000.0
4008,"Đất nông, công, lâm nghiệp",,50.0,20.0,,,Số đỏ/ Sổ hồng,,,,,,800000000.0
4009,"Nhà, ngõ, hẻm",,12.5,4.0,Nam,,Số đỏ/ Sổ hồng,5.0,,,,,8500000000.0
4010,"Đất thổ cư, đất ở",,24.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,,,,,,1360000000.0
4011,"Nhà, ngõ, hẻm",,16.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,4500000.0
4012,"Nhà, ngõ, hẻm",,6.0,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,3100000000.0
4013,"Đất thổ cư, đất ở",,70.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,925000000.0
4014,"Đất nông, công, lâm nghiệp",,72.0,8.9,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,1150000000.0
4015,"Nhà mặt phố, nhà mặt tiền",,12.0,4.1,Đông Bắc,,Số đỏ/ Sổ hồng,2.0,,,,,6000000000.0
4016,"Nhà mặt phố, nhà mặt tiền",,7.0,4.0,,,Số đỏ/ Sổ hồng,3.0,,,,,1700000000.0
4017,"Nhà mặt phố, nhà mặt tiền",,10.6,10.0,,,Số đỏ/ Sổ hồng,6.0,,,,,300000000.0
4018,"Nhà, ngõ, hẻm",,18.5,6.4,Tây Nam,,Số đỏ/ Sổ hồng,1.0,,,,,8300000000.0
4019,"Đất thổ cư, đất ở",,51.5,12.0,Bắc,,Số đỏ/ Sổ hồng,,,,,,2650000000.0
4020,"Nhà, ngõ, hẻm",,7.0,33.0,,,Số đỏ/ Sổ hồng,2.0,,,,,2800000000.0
4021,"Đất thổ cư, đất ở",,100.0,60.0,,,Số đỏ/ Sổ hồng,,,,,,670000000.0
4022,"Biệt thự, nhà liền kề",,20.0,12.0,Bắc,,Số đỏ/ Sổ hồng,6.0,,,,,49500000000.0
4023,"Nhà, ngõ, hẻm",,6.0,3.0,,,Giấy tờ hợp lệ,1.0,,,,,610000000.0
4024,"Nhà, ngõ, hẻm",,9.0,3.5,,,Số đỏ/ Sổ hồng,2.0,,,,,2550000000.0
4025,"Nhà, ngõ, hẻm",,13.3,6.0,,,,3.0,,,,,2100000000.0
4026,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2100000000.0
4027,"Đất thổ cư, đất ở",,31.0,65.0,,,Số đỏ/ Sổ hồng,,,,,,24500000000.0
4028,"Đất nền, đất liền kề, đất dự án",,17.5,6.0,,,Số đỏ/ Sổ hồng,,,,,,1800000000.0
4029,"Đất thổ cư, đất ở",,60.0,5.0,,,,,,,,,3000000.0
4030,"Biệt thự, nhà liền kề",,30.0,5.0,Nam,,,2.0,,,,,2100000000.0
4031,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,939000000.0
4032,"Đất thổ cư, đất ở",,31.8,5.0,,,Số đỏ/ Sổ hồng,,,,,,2750000000.0
4033,"Nhà, ngõ, hẻm",,17.0,6.0,,,Số đỏ/ Sổ hồng,1.0,,,,,950000000.0
4034,"Nhà, ngõ, hẻm",,11.0,3.3,,,Số đỏ/ Sổ hồng,4.0,,,,,2880000000.0
4035,"Nhà, ngõ, hẻm",,17.0,4.0,Đông Bắc,,,4.0,,,,,3400000000.0
4036,"Nhà mặt phố, nhà mặt tiền",,21.5,5.0,Tây,,Số đỏ/ Sổ hồng,5.0,,,,,3250000000.0
4037,"Đất nông, công, lâm nghiệp",,50.0,80.0,Tây Bắc,,Số đỏ/ Sổ hồng,,,,,,650000000.0
4038,"Nhà mặt phố, nhà mặt tiền",,20.0,5.4,Đông Nam,,,2.0,,,,,2380000000.0
4039,"Đất thổ cư, đất ở",,60.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,2790000000.0
4040,"Đất thổ cư, đất ở",,10.0,8.0,,,Số đỏ/ Sổ hồng,,,,,,2500000000.0
4041,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,550000000.0
4042,"Đất thổ cư, đất ở",,25.0,4.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,510000000.0
4043,"Đất thổ cư, đất ở",,56.0,45.0,,,Số đỏ/ Sổ hồng,,,,,,90000000000.0
4044,"Đất nền, đất liền kề, đất dự án",,24.0,5.0,Tây Nam,,Số đỏ/ Sổ hồng,,,,,,386000000.0
4045,"Nhà, ngõ, hẻm",,23.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,990000000.0
4046,"Đất thổ cư, đất ở",,28.0,4.0,,,Số đỏ/ Sổ hồng,,,,,,2200000000.0
4047,"Nhà mặt phố, nhà mặt tiền",,13.6,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,3700000000.0
4048,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1500000000.0
4049,"Nhà mặt phố, nhà mặt tiền",,11.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,1.0,,,,,4200000000.0
4050,"Đất thổ cư, đất ở",,11.0,4.0,,,,,,,,,420000000.0
4051,"Nhà mặt phố, nhà mặt tiền",,16.0,5.0,,,Số đỏ/ Sổ hồng,4.0,,,,,1500000000.0
4052,"Đất nông, công, lâm nghiệp",,20.0,5.0,,,,,,,,,150000000.0
4053,"Đất nền, đất liền kề, đất dự án",,23.0,5.0,Tây,,Số đỏ/ Sổ hồng,,,,,,880000000.0
4054,"Đất thổ cư, đất ở",,22.0,4.3,Tây Bắc,,Số đỏ/ Sổ hồng,,,,,,9150000.0
4055,"Đất thổ cư, đất ở",,10.0,6.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,640000000.0
4056,"Đất thổ cư, đất ở",,27.0,42.0,,,Số đỏ/ Sổ hồng,,,,,,4700000000.0
4057,"Đất thổ cư, đất ở",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1200000000.0
4058,"Đất thổ cư, đất ở",,20.0,9.5,,,Số đỏ/ Sổ hồng,,,,,,14200000000.0
4059,"Nhà, ngõ, hẻm",,19.8,4.05,Tây,,,3.0,,,,,9000000000.0
4060,"Đất thổ cư, đất ở",,15.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,1050000000.0
4061,"Đất nông, công, lâm nghiệp",,130.0,90.0,,,Số đỏ/ Sổ hồng,,,,,,5200000000.0
4062,"Nhà, ngõ, hẻm",,12.0,4.0,Tây,,,2.0,,,,,999000000.0
4063,"Nhà, ngõ, hẻm",,12.0,5.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1750000000.0
4064,"Nhà mặt phố, nhà mặt tiền",,29.0,6.0,Đông,,Số đỏ/ Sổ hồng,7.0,,,,,8700000000.0
4065,"Đất nền, đất liền kề, đất dự án",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,800000000.0
4066,"Nhà, ngõ, hẻm",,20.0,6.0,,,,2.0,,,,,1100000000.0
4067,"Đất thổ cư, đất ở",,42.0,5.0,Tây Bắc,,Số đỏ/ Sổ hồng,,,,,,996000000.0
4068,"Đất thổ cư, đất ở",,17.0,5.0,Đông,,Số đỏ/ Sổ hồng,,,,,,2800000000.0
4069,"Đất thổ cư, đất ở",,22.0,13.44,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,9500000000.0
4070,"Đất thổ cư, đất ở",,39.0,22.0,,,Số đỏ/ Sổ hồng,,,,,,4300000000.0
4071,"Đất thổ cư, đất ở",,43.0,37.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,14000000000.0
4072,"Đất thổ cư, đất ở",,95.0,33.0,,,Số đỏ/ Sổ hồng,,,,,,12800000000.0
4073,"Biệt thự, nhà liền kề",,31.0,10.0,Nam,,Số đỏ/ Sổ hồng,3.0,,,,,6300000000.0
4074,"Đất nền, đất liền kề, đất dự án",,18.5,5.0,Bắc,,Số đỏ/ Sổ hồng,,,,,,3500000000.0
4075,"Nhà mặt phố, nhà mặt tiền",,47.0,11.0,Đông Bắc,,Số đỏ/ Sổ hồng,2.0,,,,,3150000000.0
4076,"Đất thổ cư, đất ở",,91.0,13.0,,,Số đỏ/ Sổ hồng,,,,,,550000000.0
4077,"Đất thổ cư, đất ở",,20.0,5.0,Tây Bắc,,Số đỏ/ Sổ hồng,,,,,,4300000000.0
4078,"Nhà, ngõ, hẻm",,15.0,3.0,Nam,,Số đỏ/ Sổ hồng,2.0,,,,,4500000000.0
4079,"Đất thổ cư, đất ở",,19.0,5.5,,,Số đỏ/ Sổ hồng,,,,,,800000000.0
4080,"Nhà mặt phố, nhà mặt tiền",,18.0,4.0,,,Số đỏ/ Sổ hồng,5.0,,,,,12500000000.0
4081,"Đất thổ cư, đất ở",,20.0,5.0,Đông Nam,,Số đỏ/ Sổ hồng,,,,,,2500000000.0
4082,"Biệt thự, nhà liền kề",,20.0,8.35,,,,3.0,,,,,4200000000.0
4083,"Nhà, ngõ, hẻm",,12.6,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,1350000000.0
4084,"Đất nông, công, lâm nghiệp",,20.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,155000000.0
4085,"Đất thổ cư, đất ở",,18.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,,,,,,3100000000.0
4086,"Đất thổ cư, đất ở",,18.0,11.0,,,Số đỏ/ Sổ hồng,,,,,,600000000.0
4087,"Đất thổ cư, đất ở",,20.0,5.0,Bắc,,Số đỏ/ Sổ hồng,,,,,,2980000000.0
4088,"Đất thổ cư, đất ở",,22.0,6.0,,,Số đỏ/ Sổ hồng,,,,,,1560000000.0
4089,"Đất nền, đất liền kề, đất dự án",,17.0,5.0,,,Giấy tờ hợp lệ,,,,,,4675000000.0
4090,"Nhà, ngõ, hẻm",,10.0,4.0,Tây Nam,,Số đỏ/ Sổ hồng,3.0,,,,,3350000000.0
4091,"Đất nền, đất liền kề, đất dự án",,20.0,15.0,,,,,,,,,2250000000.0
4092,"Nhà, ngõ, hẻm",,12.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,1390000000.0
4093,"Nhà, ngõ, hẻm",,15.0,4.1,Đông,,Số đỏ/ Sổ hồng,2.0,,,,,6500000000.0
4094,"Nhà mặt phố, nhà mặt tiền",,18.0,5.0,,,Số đỏ/ Sổ hồng,3.0,,,,,5100000000.0
4095,"Nhà mặt phố, nhà mặt tiền",,13.0,4.0,,,Số đỏ/ Sổ hồng,2.0,,,,,895000000.0
4096,"Đất thổ cư, đất ở",,25.0,5.0,,,Số đỏ/ Sổ hồng,,,,,,790000000.0
4097,"Đất nền, đất liền kề, đất dự án",,27.0,5.0,,,,,,,,,2700000000.0
4098,"Đất thổ cư, đất ở",,20.0,5.0,Đông Bắc,,Số đỏ/ Sổ hồng,,,,,,2570000000.0
